,station,date_only,hour,pollutant,error_type
9824,windsorbridge,2014/08/01,15,CO,negative
9825,windsorbridge,2014/08/01,16,CO,negative
9826,windsorbridge,2014/08/01,17,CO,negative
9827,windsorbridge,2014/08/01,18,CO,negative
9828,windsorbridge,2014/08/01,19,CO,negative
9829,windsorbridge,2014/08/01,20,CO,negative
9830,windsorbridge,2014/08/01,21,CO,negative
9831,windsorbridge,2014/08/01,22,CO,negative
9832,windsorbridge,2014/08/01,23,CO,negative
9833,windsorbridge,2014/08/02,00,CO,negative
9834,windsorbridge,2014/08/02,01,CO,negative
9835,windsorbridge,2014/08/02,02,CO,negative
9836,windsorbridge,2014/08/02,03,CO,negative
9837,windsorbridge,2014/08/02,04,CO,negative
9838,windsorbridge,2014/08/02,05,CO,negative
9839,windsorbridge,2014/08/02,06,CO,negative
9840,windsorbridge,2014/08/02,07,CO,negative
9841,windsorbridge,2014/08/02,08,CO,negative
9842,windsorbridge,2014/08/02,09,CO,negative
9843,windsorbridge,2014/08/02,10,CO,negative
9844,windsorbridge,2014/08/02,11,CO,negative
9845,windsorbridge,2014/08/02,12,CO,negative
9846,windsorbridge,2014/08/02,13,CO,negative
9847,windsorbridge,2014/08/02,14,CO,negative
9848,windsorbridge,2014/08/02,15,CO,negative
9849,windsorbridge,2014/08/02,16,CO,negative
9850,windsorbridge,2014/08/02,17,CO,negative
9851,windsorbridge,2014/08/02,18,CO,negative
9852,windsorbridge,2014/08/02,19,CO,negative
9853,windsorbridge,2014/08/02,20,CO,negative
9854,windsorbridge,2014/08/02,21,CO,negative
9855,windsorbridge,2014/08/02,22,CO,negative
9856,windsorbridge,2014/08/02,23,CO,negative
9857,windsorbridge,2014/08/03,00,CO,negative
9858,windsorbridge,2014/08/03,01,CO,negative
9859,windsorbridge,2014/08/03,02,CO,negative
9860,windsorbridge,2014/08/03,03,CO,negative
9861,windsorbridge,2014/08/03,04,CO,negative
9862,windsorbridge,2014/08/03,05,CO,negative
9863,windsorbridge,2014/08/03,06,CO,negative
9864,windsorbridge,2014/08/03,07,CO,negative
9865,windsorbridge,2014/08/03,08,CO,negative
9866,windsorbridge,2014/08/03,09,CO,negative
9867,windsorbridge,2014/08/03,10,CO,negative
9868,windsorbridge,2014/08/03,11,CO,negative
9869,windsorbridge,2014/08/03,12,CO,negative
9870,windsorbridge,2014/08/03,13,CO,negative
9871,windsorbridge,2014/08/03,14,CO,negative
9872,windsorbridge,2014/08/03,15,CO,negative
9873,windsorbridge,2014/08/03,16,CO,negative
9874,windsorbridge,2014/08/03,17,CO,negative
9875,windsorbridge,2014/08/03,18,CO,negative
9876,windsorbridge,2014/08/03,19,CO,negative
9877,windsorbridge,2014/08/03,20,CO,negative
9878,windsorbridge,2014/08/03,21,CO,negative
9879,windsorbridge,2014/08/03,22,CO,negative
9880,windsorbridge,2014/08/03,23,CO,negative
9881,windsorbridge,2014/08/04,00,CO,negative
9882,windsorbridge,2014/08/04,01,CO,negative
9883,windsorbridge,2014/08/04,02,CO,negative
9884,windsorbridge,2014/08/04,03,CO,negative
9885,windsorbridge,2014/08/04,04,CO,negative
9888,windsorbridge,2014/08/04,07,CO,negative
9889,windsorbridge,2014/08/04,08,CO,negative
9890,windsorbridge,2014/08/04,09,CO,negative
9891,windsorbridge,2014/08/04,10,CO,negative
9892,windsorbridge,2014/08/04,11,CO,negative
9893,windsorbridge,2014/08/04,12,CO,negative
9894,windsorbridge,2014/08/04,13,CO,negative
9895,windsorbridge,2014/08/04,14,CO,negative
9896,windsorbridge,2014/08/04,15,CO,negative
9898,windsorbridge,2014/08/04,17,CO,negative
9899,windsorbridge,2014/08/04,18,CO,negative
9900,windsorbridge,2014/08/04,19,CO,negative
9901,windsorbridge,2014/08/04,20,CO,negative
9902,windsorbridge,2014/08/04,21,CO,negative
9903,windsorbridge,2014/08/04,22,CO,negative
9904,windsorbridge,2014/08/04,23,CO,negative
9905,windsorbridge,2014/08/05,00,CO,negative
9906,windsorbridge,2014/08/05,01,CO,negative
9907,windsorbridge,2014/08/05,02,CO,negative
9908,windsorbridge,2014/08/05,03,CO,negative
9909,windsorbridge,2014/08/05,04,CO,negative
9910,windsorbridge,2014/08/05,05,CO,negative
9911,windsorbridge,2014/08/05,06,CO,negative
9912,windsorbridge,2014/08/05,07,CO,negative
9913,windsorbridge,2014/08/05,08,CO,negative
9914,windsorbridge,2014/08/05,09,CO,negative
9915,windsorbridge,2014/08/05,10,CO,negative
9916,windsorbridge,2014/08/05,11,CO,negative
9917,windsorbridge,2014/08/05,12,CO,negative
9918,windsorbridge,2014/08/05,13,CO,negative
9919,windsorbridge,2014/08/05,14,CO,negative
9920,windsorbridge,2014/08/05,15,CO,negative
9921,windsorbridge,2014/08/05,16,CO,negative
9922,windsorbridge,2014/08/05,17,CO,negative
9923,windsorbridge,2014/08/05,18,CO,negative
9928,windsorbridge,2014/08/05,19,CO,negative
9929,windsorbridge,2014/08/05,20,CO,negative
9930,windsorbridge,2014/08/05,21,CO,negative
9931,windsorbridge,2014/08/05,22,CO,negative
9936,windsorbridge,2014/08/05,23,CO,negative
9937,windsorbridge,2014/08/06,00,CO,negative
9938,windsorbridge,2014/08/06,01,CO,negative
9939,windsorbridge,2014/08/06,02,CO,negative
9944,windsorbridge,2014/08/06,03,CO,negative
9945,windsorbridge,2014/08/06,04,CO,negative
9946,windsorbridge,2014/08/06,05,CO,negative
10194,windsorbridge,2014/08/06,09,CO,negative
10243,windsorbridge,2014/08/06,10,CO,negative
10248,windsorbridge,2014/08/06,11,CO,negative
10249,windsorbridge,2014/08/06,12,CO,negative
10250,windsorbridge,2014/08/06,13,CO,negative
10251,windsorbridge,2014/08/06,14,CO,negative
10256,windsorbridge,2014/08/06,15,CO,negative
10257,windsorbridge,2014/08/06,16,CO,negative
10258,windsorbridge,2014/08/06,17,CO,negative
10259,windsorbridge,2014/08/06,18,CO,negative
10264,windsorbridge,2014/08/06,19,CO,negative
10265,windsorbridge,2014/08/06,20,CO,negative
10266,windsorbridge,2014/08/06,21,CO,negative
10267,windsorbridge,2014/08/06,22,CO,negative
10272,windsorbridge,2014/08/06,23,CO,negative
10273,windsorbridge,2014/08/07,00,CO,negative
10274,windsorbridge,2014/08/07,01,CO,negative
10275,windsorbridge,2014/08/07,02,CO,negative
10276,windsorbridge,2014/08/07,03,CO,negative
10281,windsorbridge,2014/08/07,04,CO,negative
10282,windsorbridge,2014/08/07,05,CO,negative
10540,windsorbridge,2014/08/07,10,CO,negative
10545,windsorbridge,2014/08/07,11,CO,negative
10546,windsorbridge,2014/08/07,12,CO,negative
10547,windsorbridge,2014/08/07,13,CO,negative
10548,windsorbridge,2014/08/07,14,CO,negative
10553,windsorbridge,2014/08/07,15,CO,negative
10554,windsorbridge,2014/08/07,16,CO,negative
10555,windsorbridge,2014/08/07,17,CO,negative
10556,windsorbridge,2014/08/07,18,CO,negative
10557,windsorbridge,2014/08/07,19,CO,negative
10562,windsorbridge,2014/08/07,20,CO,negative
10563,windsorbridge,2014/08/07,21,CO,negative
10564,windsorbridge,2014/08/07,22,CO,negative
10569,windsorbridge,2014/08/07,23,CO,negative
10570,windsorbridge,2014/08/08,00,CO,negative
10571,windsorbridge,2014/08/08,01,CO,negative
10572,windsorbridge,2014/08/08,02,CO,negative
10577,windsorbridge,2014/08/08,03,CO,negative
10578,windsorbridge,2014/08/08,04,CO,negative
10579,windsorbridge,2014/08/08,05,CO,negative
10586,windsorbridge,2014/08/08,08,CO,negative
10587,windsorbridge,2014/08/08,09,CO,negative
10780,windsorbridge,2014/08/08,10,CO,negative
10785,windsorbridge,2014/08/08,11,CO,negative
10786,windsorbridge,2014/08/08,12,CO,negative
10787,windsorbridge,2014/08/08,13,CO,negative
10809,windsorbridge,2014/08/08,23,CO,negative
10810,windsorbridge,2014/08/09,00,CO,negative
10811,windsorbridge,2014/08/09,01,CO,negative
10812,windsorbridge,2014/08/09,02,CO,negative
10817,windsorbridge,2014/08/09,03,CO,negative
10818,windsorbridge,2014/08/09,04,CO,negative
10819,windsorbridge,2014/08/09,05,CO,negative
11637,windsorbridge,2014/08/09,06,CO,negative
11638,windsorbridge,2014/08/09,07,CO,negative
11642,windsorbridge,2014/08/09,11,CO,negative
11643,windsorbridge,2014/08/09,12,CO,negative
11644,windsorbridge,2014/08/09,13,CO,negative
11645,windsorbridge,2014/08/09,14,CO,negative
11646,windsorbridge,2014/08/09,15,CO,negative
11647,windsorbridge,2014/08/09,16,CO,negative
11648,windsorbridge,2014/08/09,17,CO,negative
11649,windsorbridge,2014/08/09,18,CO,negative
11650,windsorbridge,2014/08/09,19,CO,negative
11651,windsorbridge,2014/08/09,20,CO,negative
11652,windsorbridge,2014/08/09,21,CO,negative
11653,windsorbridge,2014/08/09,22,CO,negative
11654,windsorbridge,2014/08/09,23,CO,negative
11655,windsorbridge,2014/08/10,00,CO,negative
11656,windsorbridge,2014/08/10,01,CO,negative
11657,windsorbridge,2014/08/10,02,CO,negative
11658,windsorbridge,2014/08/10,03,CO,negative
11659,windsorbridge,2014/08/10,04,CO,negative
11660,windsorbridge,2014/08/10,05,CO,negative
11661,windsorbridge,2014/08/10,06,CO,negative
11662,windsorbridge,2014/08/10,07,CO,negative
11663,windsorbridge,2014/08/10,08,CO,negative
11664,windsorbridge,2014/08/10,09,CO,negative
11665,windsorbridge,2014/08/10,10,CO,negative
11666,windsorbridge,2014/08/10,11,CO,negative
11667,windsorbridge,2014/08/10,12,CO,negative
11668,windsorbridge,2014/08/10,13,CO,negative
11669,windsorbridge,2014/08/10,14,CO,negative
11670,windsorbridge,2014/08/10,15,CO,negative
11671,windsorbridge,2014/08/10,16,CO,negative
11672,windsorbridge,2014/08/10,17,CO,negative
11673,windsorbridge,2014/08/10,18,CO,negative
11674,windsorbridge,2014/08/10,19,CO,negative
11675,windsorbridge,2014/08/10,20,CO,negative
11676,windsorbridge,2014/08/10,21,CO,negative
11677,windsorbridge,2014/08/10,22,CO,negative
11678,windsorbridge,2014/08/10,23,CO,negative
11679,windsorbridge,2014/08/11,00,CO,negative
11680,windsorbridge,2014/08/11,01,CO,negative
11681,windsorbridge,2014/08/11,02,CO,negative
11682,windsorbridge,2014/08/11,03,CO,negative
11683,windsorbridge,2014/08/11,04,CO,negative
11684,windsorbridge,2014/08/11,05,CO,negative
11686,windsorbridge,2014/08/11,07,CO,negative
11687,windsorbridge,2014/08/11,08,CO,negative
11688,windsorbridge,2014/08/11,09,CO,negative
11689,windsorbridge,2014/08/11,10,CO,negative
11690,windsorbridge,2014/08/11,11,CO,negative
11867,windsorbridge,2014/08/11,12,CO,negative
11868,windsorbridge,2014/08/11,13,CO,negative
11869,windsorbridge,2014/08/11,14,CO,negative
11870,windsorbridge,2014/08/11,15,CO,negative
11871,windsorbridge,2014/08/11,16,CO,negative
11872,windsorbridge,2014/08/11,17,CO,negative
11873,windsorbridge,2014/08/11,18,CO,negative
11874,windsorbridge,2014/08/11,19,CO,negative
11875,windsorbridge,2014/08/11,20,CO,negative
11876,windsorbridge,2014/08/11,21,CO,negative
11877,windsorbridge,2014/08/11,22,CO,negative
11878,windsorbridge,2014/08/11,23,CO,negative
11879,windsorbridge,2014/08/12,00,CO,negative
11880,windsorbridge,2014/08/12,01,CO,negative
11881,windsorbridge,2014/08/12,02,CO,negative
11882,windsorbridge,2014/08/12,03,CO,negative
11883,windsorbridge,2014/08/12,04,CO,negative
11884,windsorbridge,2014/08/12,05,CO,negative
11885,windsorbridge,2014/08/12,06,CO,negative
11886,windsorbridge,2014/08/12,07,CO,negative
11887,windsorbridge,2014/08/12,08,CO,negative
11888,windsorbridge,2014/08/12,09,CO,negative
12222,windsorbridge,2014/08/12,10,CO,negative
12223,windsorbridge,2014/08/12,11,CO,negative
12228,windsorbridge,2014/08/12,12,CO,negative
12229,windsorbridge,2014/08/12,13,CO,negative
12230,windsorbridge,2014/08/12,14,CO,negative
12235,windsorbridge,2014/08/12,15,CO,negative
12237,windsorbridge,2014/08/12,17,CO,negative
12238,windsorbridge,2014/08/12,18,CO,negative
12239,windsorbridge,2014/08/12,19,CO,negative
12244,windsorbridge,2014/08/12,20,CO,negative
12245,windsorbridge,2014/08/12,21,CO,negative
12246,windsorbridge,2014/08/12,22,CO,negative
12247,windsorbridge,2014/08/12,23,CO,negative
12252,windsorbridge,2014/08/13,00,CO,negative
12253,windsorbridge,2014/08/13,01,CO,negative
12254,windsorbridge,2014/08/13,02,CO,negative
12259,windsorbridge,2014/08/13,03,CO,negative
12260,windsorbridge,2014/08/13,04,CO,negative
12438,windsorbridge,2014/08/13,09,CO,negative
12463,windsorbridge,2014/08/13,10,CO,negative
12467,windsorbridge,2014/08/13,11,CO,negative
12468,windsorbridge,2014/08/13,12,CO,negative
12469,windsorbridge,2014/08/13,13,CO,negative
12470,windsorbridge,2014/08/13,14,CO,negative
12475,windsorbridge,2014/08/13,15,CO,negative
12476,windsorbridge,2014/08/13,16,CO,negative
12477,windsorbridge,2014/08/13,17,CO,negative
12478,windsorbridge,2014/08/13,18,CO,negative
12483,windsorbridge,2014/08/13,19,CO,negative
12484,windsorbridge,2014/08/13,20,CO,negative
12485,windsorbridge,2014/08/13,21,CO,negative
12486,windsorbridge,2014/08/13,22,CO,negative
12491,windsorbridge,2014/08/13,23,CO,negative
12492,windsorbridge,2014/08/14,00,CO,negative
12493,windsorbridge,2014/08/14,01,CO,negative
12501,windsorbridge,2014/08/16,06,CO,negative
12502,windsorbridge,2014/08/16,07,CO,negative
12676,windsorbridge,2014/08/14,13,CO,negative
12682,windsorbridge,2014/08/14,16,CO,negative
12683,windsorbridge,2014/08/14,17,CO,negative
12684,windsorbridge,2014/08/14,18,CO,negative
12690,windsorbridge,2014/08/14,20,CO,negative
12692,windsorbridge,2014/08/14,22,CO,negative
12697,windsorbridge,2014/08/14,23,CO,negative
12698,windsorbridge,2014/08/15,00,CO,negative
12699,windsorbridge,2014/08/15,01,CO,negative
12700,windsorbridge,2014/08/15,02,CO,negative
12705,windsorbridge,2014/08/15,03,CO,negative
12706,windsorbridge,2014/08/15,04,CO,negative
12744,windsorbridge,2014/08/15,09,CO,negative
12908,windsorbridge,2014/08/15,10,CO,negative
12914,windsorbridge,2014/08/15,12,CO,negative
12915,windsorbridge,2014/08/15,13,CO,negative
12922,windsorbridge,2014/08/15,16,CO,negative
12923,windsorbridge,2014/08/15,17,CO,negative
12930,windsorbridge,2014/08/15,20,CO,negative
12931,windsorbridge,2014/08/15,21,CO,negative
12932,windsorbridge,2014/08/15,22,CO,negative
12937,windsorbridge,2014/08/15,23,CO,negative
12938,windsorbridge,2014/08/16,00,CO,negative
12939,windsorbridge,2014/08/16,01,CO,negative
12940,windsorbridge,2014/08/16,02,CO,negative
12945,windsorbridge,2014/08/16,03,CO,negative
12946,windsorbridge,2014/08/16,04,CO,negative
12947,windsorbridge,2014/08/16,05,CO,negative
13461,windsorbridge,2014/08/16,08,CO,negative
13462,windsorbridge,2014/08/16,09,CO,negative
13511,windsorbridge,2014/08/16,10,CO,negative
13512,windsorbridge,2014/08/16,11,CO,negative
13517,windsorbridge,2014/08/16,12,CO,negative
13518,windsorbridge,2014/08/16,13,CO,negative
13519,windsorbridge,2014/08/16,14,CO,negative
13524,windsorbridge,2014/08/16,15,CO,negative
13525,windsorbridge,2014/08/16,16,CO,negative
13526,windsorbridge,2014/08/16,17,CO,negative
13527,windsorbridge,2014/08/16,18,CO,negative
13532,windsorbridge,2014/08/16,19,CO,negative
13533,windsorbridge,2014/08/16,20,CO,negative
13534,windsorbridge,2014/08/16,21,CO,negative
13535,windsorbridge,2014/08/16,22,CO,negative
13536,windsorbridge,2014/08/16,23,CO,negative
13542,windsorbridge,2014/08/17,00,CO,negative
13543,windsorbridge,2014/08/17,01,CO,negative
13544,windsorbridge,2014/08/17,02,CO,negative
13545,windsorbridge,2014/08/17,03,CO,negative
13549,windsorbridge,2014/08/17,04,CO,negative
13550,windsorbridge,2014/08/17,05,CO,negative
13683,windsorbridge,2014/08/17,06,CO,negative
13684,windsorbridge,2014/08/17,07,CO,negative
13689,windsorbridge,2014/08/17,08,CO,negative
13690,windsorbridge,2014/08/17,09,CO,negative
13803,windsorbridge,2014/08/17,10,CO,negative
13808,windsorbridge,2014/08/17,11,CO,negative
13809,windsorbridge,2014/08/17,12,CO,negative
13810,windsorbridge,2014/08/17,13,CO,negative
13811,windsorbridge,2014/08/17,14,CO,negative
13812,windsorbridge,2014/08/17,15,CO,negative
13817,windsorbridge,2014/08/17,16,CO,negative
13818,windsorbridge,2014/08/17,17,CO,negative
13819,windsorbridge,2014/08/17,18,CO,negative
13820,windsorbridge,2014/08/17,19,CO,negative
13826,windsorbridge,2014/08/17,20,CO,negative
13827,windsorbridge,2014/08/17,21,CO,negative
13828,windsorbridge,2014/08/17,22,CO,negative
13832,windsorbridge,2014/08/17,23,CO,negative
13833,windsorbridge,2014/08/18,00,CO,negative
13834,windsorbridge,2014/08/18,01,CO,negative
13835,windsorbridge,2014/08/18,02,CO,negative
13840,windsorbridge,2014/08/18,03,CO,negative
13841,windsorbridge,2014/08/18,04,CO,negative
14056,windsorbridge,2014/08/18,08,CO,negative
14150,windsorbridge,2014/08/18,09,CO,negative
14180,windsorbridge,2014/08/18,10,CO,negative
14183,windsorbridge,2014/08/18,11,CO,negative
14184,windsorbridge,2014/08/18,12,CO,negative
14185,windsorbridge,2014/08/18,13,CO,negative
14186,windsorbridge,2014/08/18,14,CO,negative
14191,windsorbridge,2014/08/18,15,CO,negative
14192,windsorbridge,2014/08/18,16,CO,negative
14193,windsorbridge,2014/08/18,17,CO,negative
14194,windsorbridge,2014/08/18,18,CO,negative
14199,windsorbridge,2014/08/18,19,CO,negative
14200,windsorbridge,2014/08/18,20,CO,negative
14201,windsorbridge,2014/08/18,21,CO,negative
14202,windsorbridge,2014/08/18,22,CO,negative
14203,windsorbridge,2014/08/18,23,CO,negative
14209,windsorbridge,2014/08/19,00,CO,negative
14210,windsorbridge,2014/08/19,01,CO,negative
14211,windsorbridge,2014/08/19,02,CO,negative
14215,windsorbridge,2014/08/19,03,CO,negative
14216,windsorbridge,2014/08/19,04,CO,negative
14217,windsorbridge,2014/08/19,05,CO,negative
14384,windsorbridge,2014/08/19,08,CO,negative
14385,windsorbridge,2014/08/19,09,CO,negative
14511,windsorbridge,2014/08/19,10,CO,negative
14516,windsorbridge,2014/08/19,11,CO,negative
14517,windsorbridge,2014/08/19,12,CO,negative
14518,windsorbridge,2014/08/19,13,CO,negative
14523,windsorbridge,2014/08/19,14,CO,negative
14526,windsorbridge,2014/08/19,17,CO,negative
14532,windsorbridge,2014/08/19,19,CO,negative
14533,windsorbridge,2014/08/19,20,CO,negative
14534,windsorbridge,2014/08/19,21,CO,negative
14535,windsorbridge,2014/08/19,22,CO,negative
14540,windsorbridge,2014/08/19,23,CO,negative
14541,windsorbridge,2014/08/20,00,CO,negative
14542,windsorbridge,2014/08/20,01,CO,negative
14543,windsorbridge,2014/08/20,02,CO,negative
14788,windsorbridge,2014/08/20,03,CO,negative
14789,windsorbridge,2014/08/20,04,CO,negative
14790,windsorbridge,2014/08/20,05,CO,negative
14846,windsorbridge,2014/08/20,09,CO,negative
14847,windsorbridge,2014/08/20,10,CO,negative
14852,windsorbridge,2014/08/20,11,CO,negative
14853,windsorbridge,2014/08/20,12,CO,negative
14854,windsorbridge,2014/08/20,13,CO,negative
14855,windsorbridge,2014/08/20,14,CO,negative
14860,windsorbridge,2014/08/20,15,CO,negative
14861,windsorbridge,2014/08/20,16,CO,negative
14862,windsorbridge,2014/08/20,17,CO,negative
14863,windsorbridge,2014/08/20,18,CO,negative
14868,windsorbridge,2014/08/20,19,CO,negative
14869,windsorbridge,2014/08/20,20,CO,negative
14870,windsorbridge,2014/08/20,21,CO,negative
14871,windsorbridge,2014/08/20,22,CO,negative
14876,windsorbridge,2014/08/20,23,CO,negative
14877,windsorbridge,2014/08/21,00,CO,negative
14878,windsorbridge,2014/08/21,01,CO,negative
14879,windsorbridge,2014/08/21,02,CO,negative
14884,windsorbridge,2014/08/21,03,CO,negative
14885,windsorbridge,2014/08/21,04,CO,negative
14886,windsorbridge,2014/08/21,05,CO,negative
15132,windsorbridge,2014/08/21,08,CO,negative
15186,windsorbridge,2014/08/21,11,CO,negative
15188,windsorbridge,2014/08/21,13,CO,negative
15189,windsorbridge,2014/08/21,14,CO,negative
15210,windsorbridge,2014/08/21,15,CO,negative
15215,windsorbridge,2014/08/21,20,CO,negative
15216,windsorbridge,2014/08/21,21,CO,negative
15217,windsorbridge,2014/08/21,22,CO,negative
15218,windsorbridge,2014/08/21,23,CO,negative
15219,windsorbridge,2014/08/22,00,CO,negative
15220,windsorbridge,2014/08/22,01,CO,negative
15221,windsorbridge,2014/08/22,02,CO,negative
15222,windsorbridge,2014/08/22,03,CO,negative
15223,windsorbridge,2014/08/22,04,CO,negative
15490,windsorbridge,2014/08/22,10,CO,negative
15495,windsorbridge,2014/08/22,11,CO,negative
15496,windsorbridge,2014/08/22,12,CO,negative
15497,windsorbridge,2014/08/22,13,CO,negative
15498,windsorbridge,2014/08/22,14,CO,negative
15503,windsorbridge,2014/08/22,15,CO,negative
15504,windsorbridge,2014/08/22,16,CO,negative
15505,windsorbridge,2014/08/22,17,CO,negative
15506,windsorbridge,2014/08/22,18,CO,negative
15512,windsorbridge,2014/08/22,20,CO,negative
15513,windsorbridge,2014/08/22,21,CO,negative
15514,windsorbridge,2014/08/22,22,CO,negative
15519,windsorbridge,2014/08/22,23,CO,negative
15520,windsorbridge,2014/08/23,00,CO,negative
15521,windsorbridge,2014/08/23,01,CO,negative
15522,windsorbridge,2014/08/23,02,CO,negative
15527,windsorbridge,2014/08/23,03,CO,negative
15528,windsorbridge,2014/08/23,04,CO,negative
15529,windsorbridge,2014/08/23,05,CO,negative
15776,windsorbridge,2014/08/23,08,CO,negative
15777,windsorbridge,2014/08/23,09,CO,negative
15826,windsorbridge,2014/08/23,10,CO,negative
15831,windsorbridge,2014/08/23,11,CO,negative
15832,windsorbridge,2014/08/23,12,CO,negative
15834,windsorbridge,2014/08/23,14,CO,negative
15839,windsorbridge,2014/08/23,15,CO,negative
15840,windsorbridge,2014/08/23,16,CO,negative
15841,windsorbridge,2014/08/23,17,CO,negative
15842,windsorbridge,2014/08/23,18,CO,negative
15847,windsorbridge,2014/08/23,19,CO,negative
15848,windsorbridge,2014/08/23,20,CO,negative
15849,windsorbridge,2014/08/23,21,CO,negative
15850,windsorbridge,2014/08/23,22,CO,negative
15855,windsorbridge,2014/08/23,23,CO,negative
15856,windsorbridge,2014/08/24,00,CO,negative
15857,windsorbridge,2014/08/24,01,CO,negative
15858,windsorbridge,2014/08/24,02,CO,negative
15863,windsorbridge,2014/08/24,03,CO,negative
15864,windsorbridge,2014/08/24,04,CO,negative
15865,windsorbridge,2014/08/24,05,CO,negative
16106,windsorbridge,2014/08/24,06,CO,negative
16111,windsorbridge,2014/08/24,07,CO,negative
16112,windsorbridge,2014/08/24,08,CO,negative
16113,windsorbridge,2014/08/24,09,CO,negative
16162,windsorbridge,2014/08/24,10,CO,negative
16168,windsorbridge,2014/08/24,12,CO,negative
16169,windsorbridge,2014/08/24,13,CO,negative
16170,windsorbridge,2014/08/24,14,CO,negative
16175,windsorbridge,2014/08/24,15,CO,negative
16176,windsorbridge,2014/08/24,16,CO,negative
16178,windsorbridge,2014/08/24,18,CO,negative
16183,windsorbridge,2014/08/24,19,CO,negative
16184,windsorbridge,2014/08/24,20,CO,negative
16185,windsorbridge,2014/08/24,21,CO,negative
16186,windsorbridge,2014/08/24,22,CO,negative
16191,windsorbridge,2014/08/24,23,CO,negative
16192,windsorbridge,2014/08/25,00,CO,negative
16193,windsorbridge,2014/08/25,01,CO,negative
16194,windsorbridge,2014/08/25,02,CO,negative
16199,windsorbridge,2014/08/25,03,CO,negative
16200,windsorbridge,2014/08/25,04,CO,negative
16201,windsorbridge,2014/08/25,05,CO,negative
16432,windsorbridge,2014/08/25,06,CO,negative
16437,windsorbridge,2014/08/25,07,CO,negative
16438,windsorbridge,2014/08/25,08,CO,negative
16488,windsorbridge,2014/08/25,10,CO,negative
16493,windsorbridge,2014/08/25,11,CO,negative
16496,windsorbridge,2014/08/25,14,CO,negative
16501,windsorbridge,2014/08/25,15,CO,negative
16518,windsorbridge,2014/08/26,00,CO,negative
16519,windsorbridge,2014/08/26,01,CO,negative
16520,windsorbridge,2014/08/26,02,CO,negative
16525,windsorbridge,2014/08/26,03,CO,negative
16526,windsorbridge,2014/08/26,04,CO,negative
16527,windsorbridge,2014/08/26,05,CO,negative
16775,windsorbridge,2014/08/26,09,CO,negative
16829,windsorbridge,2014/08/26,11,CO,negative
16832,windsorbridge,2014/08/26,14,CO,negative
16837,windsorbridge,2014/08/26,15,CO,negative
16838,windsorbridge,2014/08/26,16,CO,negative
16839,windsorbridge,2014/08/26,17,CO,negative
16840,windsorbridge,2014/08/26,18,CO,negative
16845,windsorbridge,2014/08/26,19,CO,negative
16846,windsorbridge,2014/08/26,20,CO,negative
16847,windsorbridge,2014/08/26,21,CO,negative
16848,windsorbridge,2014/08/26,22,CO,negative
16853,windsorbridge,2014/08/26,23,CO,negative
16854,windsorbridge,2014/08/27,00,CO,negative
16855,windsorbridge,2014/08/27,01,CO,negative
16856,windsorbridge,2014/08/27,02,CO,negative
16861,windsorbridge,2014/08/27,03,CO,negative
16862,windsorbridge,2014/08/27,04,CO,negative
16863,windsorbridge,2014/08/27,05,CO,negative
17104,windsorbridge,2014/08/27,06,CO,negative
17109,windsorbridge,2014/08/27,07,CO,negative
17110,windsorbridge,2014/08/27,08,CO,negative
17111,windsorbridge,2014/08/27,09,CO,negative
17164,windsorbridge,2014/08/27,11,CO,negative
17165,windsorbridge,2014/08/27,12,CO,negative
17175,windsorbridge,2014/08/27,18,CO,negative
17180,windsorbridge,2014/08/27,19,CO,negative
17181,windsorbridge,2014/08/27,20,CO,negative
17182,windsorbridge,2014/08/27,21,CO,negative
17183,windsorbridge,2014/08/27,22,CO,negative
17188,windsorbridge,2014/08/27,23,CO,negative
17189,windsorbridge,2014/08/28,00,CO,negative
17190,windsorbridge,2014/08/28,01,CO,negative
17191,windsorbridge,2014/08/28,02,CO,negative
17196,windsorbridge,2014/08/28,03,CO,negative
17197,windsorbridge,2014/08/28,04,CO,negative
17493,windsorbridge,2014/08/28,10,CO,negative
17500,windsorbridge,2014/08/28,11,CO,negative
17503,windsorbridge,2014/08/28,14,CO,negative
17518,windsorbridge,2014/08/28,21,CO,negative
17519,windsorbridge,2014/08/28,22,CO,negative
17520,windsorbridge,2014/08/28,23,CO,negative
17521,windsorbridge,2014/08/29,00,CO,negative
17522,windsorbridge,2014/08/29,01,CO,negative
17523,windsorbridge,2014/08/29,02,CO,negative
17524,windsorbridge,2014/08/29,04,CO,negative
17525,windsorbridge,2014/08/29,05,CO,negative
17745,windsorbridge,2014/08/29,08,CO,negative
17746,windsorbridge,2014/08/29,09,CO,negative
17794,windsorbridge,2014/08/29,10,CO,negative
17802,windsorbridge,2014/08/29,14,CO,negative
17816,windsorbridge,2014/08/29,20,CO,negative
17817,windsorbridge,2014/08/29,21,CO,negative
17818,windsorbridge,2014/08/29,22,CO,negative
17823,windsorbridge,2014/08/29,23,CO,negative
17824,windsorbridge,2014/08/30,00,CO,negative
17825,windsorbridge,2014/08/30,01,CO,negative
17826,windsorbridge,2014/08/30,02,CO,negative
17831,windsorbridge,2014/08/30,03,CO,negative
17832,windsorbridge,2014/08/30,04,CO,negative
17833,windsorbridge,2014/08/30,05,CO,negative
18128,windsorbridge,2014/08/30,11,CO,negative
18129,windsorbridge,2014/08/30,12,CO,negative
18130,windsorbridge,2014/08/30,13,CO,negative
18131,windsorbridge,2014/08/30,14,CO,negative
