,station,date_only,hour,pollutant,error_type
2439,londonrdaurn,2014/07/13,18,NO,negative
2444,londonrdaurn,2014/07/13,18,NO,negative
2446,londonrdaurn,2014/07/13,19,NO,negative
2452,londonrdaurn,2014/07/13,19,NO,negative
2454,londonrdaurn,2014/07/13,19,NO,negative
2456,londonrdaurn,2014/07/13,19,NO,negative
2463,londonrdaurn,2014/07/13,20,NO,negative
2466,londonrdaurn,2014/07/13,20,NO,negative
2469,londonrdaurn,2014/07/13,20,NO,negative
2471,londonrdaurn,2014/07/13,20,NO,negative
2479,londonrdaurn,2014/07/13,21,NO,negative
2481,londonrdaurn,2014/07/13,21,NO,negative
2485,londonrdaurn,2014/07/13,21,NO,negative
2489,londonrdaurn,2014/07/13,22,NO,negative
2493,londonrdaurn,2014/07/13,22,NO,negative
2496,londonrdaurn,2014/07/13,22,NO,negative
2500,londonrdaurn,2014/07/13,22,NO,negative
2502,londonrdaurn,2014/07/13,23,NO,negative
2506,londonrdaurn,2014/07/13,23,NO,negative
2509,londonrdaurn,2014/07/13,23,NO,negative
2513,londonrdaurn,2014/07/13,23,NO,negative
2518,londonrdaurn,2014/07/14,00,NO,negative
2522,londonrdaurn,2014/07/14,00,NO,negative
2524,londonrdaurn,2014/07/14,00,NO,negative
2527,londonrdaurn,2014/07/14,00,NO,negative
2532,londonrdaurn,2014/07/14,01,NO,negative
2534,londonrdaurn,2014/07/14,01,NO,negative
2538,londonrdaurn,2014/07/14,01,NO,negative
2541,londonrdaurn,2014/07/14,01,NO,negative
2543,londonrdaurn,2014/07/14,02,NO,negative
2550,londonrdaurn,2014/07/14,02,NO,negative
2552,londonrdaurn,2014/07/14,02,NO,negative
2556,londonrdaurn,2014/07/14,02,NO,negative
2562,londonrdaurn,2014/07/14,03,NO,negative
59142,guildhall,2015/02/22,21,NO,negative
59317,guildhall,2015/02/23,01,NO,negative
59319,guildhall,2015/02/23,01,NO,negative
59336,guildhall,2015/02/23,00,NO,negative
59356,guildhall,2015/02/22,23,NO,negative
59361,guildhall,2015/02/23,00,NO,negative
59362,guildhall,2015/02/23,01,NO,negative
59363,guildhall,2015/02/23,02,NO,negative
59596,guildhall,2015/02/24,03,NO,negative
60509,guildhall,2015/03/01,03,NO,negative
60573,guildhall,2015/03/01,05,NO,negative
60574,guildhall,2015/03/01,05,NO,negative
60576,guildhall,2015/03/01,06,NO,negative
60598,guildhall,2015/03/01,04,NO,negative
60599,guildhall,2015/03/01,05,NO,negative
60600,guildhall,2015/03/01,05,NO,negative
61673,guildhall,2015/03/06,01,NO,negative
61730,guildhall,2015/03/06,02,NO,negative
61737,guildhall,2015/03/06,04,NO,negative
63753,guildhall,2015/03/14,04,NO,negative
65201,guildhall,2015/03/20,04,NO,negative
65898,guildhall,2015/03/23,03,NO,negative
65899,guildhall,2015/03/23,03,NO,negative
65900,guildhall,2015/03/23,03,NO,negative
65901,guildhall,2015/03/23,04,NO,negative
66871,guildhall,2015/03/29,04,NO,negative
67336,guildhall,2015/03/30,23,NO,negative
67343,guildhall,2015/03/31,01,NO,negative
67348,guildhall,2015/03/31,03,NO,negative
67349,guildhall,2015/03/31,03,NO,negative
67350,guildhall,2015/03/31,03,NO,negative
69907,guildhall,2015/04/10,23,NO,negative
69908,guildhall,2015/04/10,23,NO,negative
69917,guildhall,2015/04/11,00,NO,negative
69918,guildhall,2015/04/11,00,NO,negative
69919,guildhall,2015/04/11,01,NO,negative
69920,guildhall,2015/04/11,01,NO,negative
69921,guildhall,2015/04/11,01,NO,negative
69970,guildhall,2015/04/10,23,NO,negative
69971,guildhall,2015/04/11,00,NO,negative
69972,guildhall,2015/04/11,00,NO,negative
69976,guildhall,2015/04/11,06,NO,negative
70349,guildhall,2015/04/12,18,NO,negative
70362,guildhall,2015/04/12,19,NO,negative
70403,guildhall,2015/04/12,18,NO,negative
70692,guildhall,2015/04/14,02,NO,negative
70693,guildhall,2015/04/14,03,NO,negative
70694,guildhall,2015/04/14,03,NO,negative
70695,guildhall,2015/04/14,03,NO,negative
70696,guildhall,2015/04/14,03,NO,negative
71475,guildhall,2015/04/17,03,NO,negative
71874,londonrdaurn,2015/04/19,03,NO,negative
71948,guildhall,2015/04/19,05,NO,negative
72418,guildhall,2015/04/21,01,NO,negative
79263,guildhall,2015/05/20,01,NO,negative
79285,guildhall,2015/05/20,01,NO,negative
79287,guildhall,2015/05/20,01,NO,negative
79288,guildhall,2015/05/20,02,NO,negative
79301,guildhall,2015/05/20,03,NO,negative
79302,guildhall,2015/05/20,03,NO,negative
79304,guildhall,2015/05/19,23,NO,negative
79305,guildhall,2015/05/20,00,NO,negative
79325,guildhall,2015/05/20,00,NO,negative
79381,guildhall,2015/05/20,04,NO,negative
79404,guildhall,2015/05/20,05,NO,negative
79487,guildhall,2015/05/21,22,NO,negative
79696,guildhall,2015/05/21,22,NO,negative
79699,guildhall,2015/05/21,23,NO,negative
79770,guildhall,2015/05/22,04,NO,negative
79780,guildhall,2015/05/22,02,NO,negative
79781,guildhall,2015/05/22,03,NO,negative
79782,guildhall,2015/05/22,03,NO,negative
79783,guildhall,2015/05/22,03,NO,negative
79813,guildhall,2015/05/21,21,NO,negative
79816,guildhall,2015/05/22,00,NO,negative
79819,guildhall,2015/05/22,01,NO,negative
79820,guildhall,2015/05/22,01,NO,negative
79821,guildhall,2015/05/22,02,NO,negative
79822,guildhall,2015/05/22,02,NO,negative
79823,guildhall,2015/05/22,02,NO,negative
79832,guildhall,2015/05/22,01,NO,negative
79834,guildhall,2015/05/22,01,NO,negative
79853,guildhall,2015/05/22,03,NO,negative
80272,guildhall,2015/05/24,03,NO,negative
80325,guildhall,2015/05/24,03,NO,negative
81286,guildhall,2015/05/28,03,NO,negative
84798,guildhall,2015/06/13,04,NO,negative
85145,guildhall,2015/06/13,03,NO,negative
85322,londonrdaurn,2015/06/14,03,NO,negative
85545,londonrdaurn,2015/06/15,02,NO,negative
85772,guildhall,2015/06/16,03,NO,negative
85858,guildhall,2015/06/16,03,NO,negative
88570,guildhall,2015/06/28,05,NO,negative
88572,guildhall,2015/06/28,06,NO,negative
89186,guildhall,2015/07/01,03,NO,negative
89235,guildhall,2015/07/01,03,NO,negative
89451,guildhall,2015/07/02,00,NO,negative
90054,guildhall,2015/07/04,05,NO,negative
90484,guildhall,2015/07/06,02,NO,negative
92841,londonrdaurn,2015/07/16,01,NO,negative
93848,guildhall,2015/07/23,03,NO,negative
112924,guildhall,2015/11/06,00,NO,negative
112948,guildhall,2015/11/05,04,NO,negative
112958,guildhall,2015/11/05,04,NO,negative
112966,guildhall,2015/11/05,03,NO,negative
112983,guildhall,2015/11/05,03,NO,negative
112986,guildhall,2015/11/05,05,NO,negative
113121,guildhall,2015/11/06,00,NO,negative
113122,guildhall,2015/11/06,00,NO,negative
113123,guildhall,2015/11/06,00,NO,negative
113124,guildhall,2015/11/06,01,NO,negative
113138,guildhall,2015/11/05,23,NO,negative
113139,guildhall,2015/11/05,23,NO,negative
113142,guildhall,2015/11/06,01,NO,negative
113143,guildhall,2015/11/06,02,NO,negative
113155,guildhall,2015/11/06,01,NO,negative
113169,guildhall,2015/11/06,02,NO,negative
113176,guildhall,2015/11/05,23,NO,negative
113178,guildhall,2015/11/06,04,NO,negative
113179,guildhall,2015/11/06,04,NO,negative
113180,guildhall,2015/11/06,05,NO,negative
113185,guildhall,2015/11/06,01,NO,negative
113186,guildhall,2015/11/06,04,NO,negative
113195,guildhall,2015/11/06,02,NO,negative
113201,guildhall,2015/11/06,04,NO,negative
113202,guildhall,2015/11/06,05,NO,negative
113203,guildhall,2015/11/06,05,NO,negative
113204,guildhall,2015/11/06,05,NO,negative
113360,guildhall,2015/11/07,05,NO,negative
113393,guildhall,2015/11/07,04,NO,negative
113447,guildhall,2015/11/07,05,NO,negative
113463,guildhall,2015/11/07,05,NO,negative
113484,guildhall,2015/11/07,05,NO,negative
113485,guildhall,2015/11/07,06,NO,negative
113612,guildhall,2015/11/07,18,NO,negative
121377,windsorbridge,2015/12/17,01,NO,negative
124157,windsorbridge,2016/01/03,06,NO,negative
132647,guildhall,2016/05/09,02,NO,negative
132754,guildhall,2016/05/15,05,NO,negative
133041,guildhall,2016/07/02,05,NO,negative
134920,guildhall,2016/05/15,04,NO,negative
135718,guildhall,2016/07/25,03,NO,negative
136209,guildhall,2016/08/28,03,NO,negative
136235,guildhall,2016/04/29,00,NO,negative
136521,guildhall,2016/04/28,02,NO,negative
136604,guildhall,2016/06/06,02,NO,negative
136607,guildhall,2016/06/07,02,NO,negative
136718,guildhall,2016/04/29,00,NO,negative
137281,guildhall,2016/06/06,02,NO,negative
137852,windsorbridge,2016/02/17,01,NO,negative
137894,guildhall,2016/07/07,00,NO,negative
137895,guildhall,2016/07/07,00,NO,negative
140354,guildhall,2016/07/04,01,NO,negative
140360,guildhall,2016/07/04,01,NO,negative
140397,guildhall,2016/07/04,22,NO,negative
140666,guildhall,2016/05/17,03,NO,negative
140957,guildhall,2016/05/17,23,NO,negative
140963,guildhall,2016/05/18,02,NO,negative
140978,guildhall,2016/05/18,02,NO,negative
140986,guildhall,2016/05/18,02,NO,negative
142122,guildhall,2016/07/03,06,NO,negative
142127,guildhall,2016/07/03,06,NO,negative
142129,guildhall,2016/07/03,06,NO,negative
142174,guildhall,2016/05/16,00,NO,negative
142179,guildhall,2016/05/16,00,NO,negative
142233,guildhall,2016/05/09,11,NO,negative
143654,guildhall,2016/05/16,03,NO,negative
143666,guildhall,2016/08/21,05,NO,negative
145166,guildhall,2016/06/07,19,NO,negative
145168,guildhall,2016/06/07,19,NO,negative
148235,guildhall,2016/05/09,01,NO,negative
149475,guildhall,2016/07/03,00,NO,negative
149847,guildhall,2016/07/03,05,NO,negative
150176,guildhall,2016/06/08,00,NO,negative
150201,guildhall,2016/05/17,03,NO,negative
150604,guildhall,2016/05/15,21,NO,negative
151033,guildhall,2016/04/29,02,NO,negative
151035,guildhall,2016/04/29,02,NO,negative
151932,guildhall,2016/05/16,01,NO,negative
151942,guildhall,2016/05/16,00,NO,negative
151944,guildhall,2016/05/16,00,NO,negative
152894,guildhall,2016/06/06,01,NO,negative
153118,guildhall,2016/06/08,02,NO,negative
153697,guildhall,2016/05/08,04,NO,negative
154511,guildhall,2016/06/13,03,NO,negative
154517,guildhall,2016/06/13,02,NO,negative
154520,guildhall,2016/06/13,02,NO,negative
154527,guildhall,2016/06/13,02,NO,negative
154529,guildhall,2016/06/13,03,NO,negative
154532,guildhall,2016/06/13,03,NO,negative
154969,guildhall,2016/07/08,04,NO,negative
155033,guildhall,2016/08/26,00,NO,negative
156598,guildhall,2016/05/18,02,NO,negative
157062,guildhall,2016/06/09,00,NO,negative
157366,guildhall,2016/06/12,23,NO,negative
157372,guildhall,2016/06/13,01,NO,negative
157374,guildhall,2016/06/12,23,NO,negative
157378,guildhall,2016/06/12,23,NO,negative
158586,guildhall,2016/09/28,01,NO,negative
158698,guildhall,2016/07/10,02,NO,negative
158846,guildhall,2016/07/05,02,NO,negative
158859,guildhall,2016/07/05,01,NO,negative
158863,guildhall,2016/07/05,01,NO,negative
158865,guildhall,2016/07/02,03,NO,negative
158866,guildhall,2016/07/05,01,NO,negative
158867,guildhall,2016/07/02,03,NO,negative
159333,guildhall,2016/04/29,00,NO,negative
159512,guildhall,2016/05/20,02,NO,negative
159736,guildhall,2016/05/17,02,NO,negative
160426,guildhall,2016/07/01,20,NO,negative
160430,guildhall,2016/07/01,20,NO,negative
160431,guildhall,2016/07/01,23,NO,negative
160432,guildhall,2016/07/02,01,NO,negative
160433,guildhall,2016/07/01,23,NO,negative
160434,guildhall,2016/07/01,20,NO,negative
160435,guildhall,2016/07/01,21,NO,negative
160458,guildhall,2016/07/03,01,NO,negative
160459,guildhall,2016/07/03,05,NO,negative
160462,guildhall,2016/07/03,01,NO,negative
161086,guildhall,2016/06/19,23,NO,negative
161089,guildhall,2016/06/19,23,NO,negative
161100,guildhall,2016/06/19,22,NO,negative
161222,guildhall,2016/07/04,02,NO,negative
161224,guildhall,2016/07/04,02,NO,negative
161227,guildhall,2016/07/04,02,NO,negative
161421,guildhall,2016/05/08,05,NO,negative
161522,guildhall,2016/05/09,01,NO,negative
161945,guildhall,2016/06/08,02,NO,negative
162013,guildhall,2016/07/11,01,NO,negative
162161,guildhall,2016/07/02,00,NO,negative
162174,guildhall,2016/07/01,23,NO,negative
162175,guildhall,2016/07/01,23,NO,negative
162185,guildhall,2016/05/11,02,NO,negative
162191,guildhall,2016/05/11,03,NO,negative
162329,guildhall,2016/06/07,03,NO,negative
162333,guildhall,2016/06/07,03,NO,negative
162708,guildhall,2016/06/07,02,NO,negative
163146,guildhall,2016/06/07,23,NO,negative
163147,guildhall,2016/06/07,23,NO,negative
163154,guildhall,2016/06/07,21,NO,negative
163693,guildhall,2016/05/17,22,NO,negative
163836,guildhall,2016/07/02,05,NO,negative
163837,guildhall,2016/07/02,05,NO,negative
163856,guildhall,2016/06/10,03,NO,negative
163858,guildhall,2016/06/10,03,NO,negative
163859,guildhall,2016/06/10,04,NO,negative
164209,guildhall,2016/08/18,20,NO,negative
164214,guildhall,2016/07/07,02,NO,negative
164528,guildhall,2016/06/07,03,NO,negative
164530,guildhall,2016/06/07,03,NO,negative
164825,guildhall,2016/06/07,02,NO,negative
165392,guildhall,2016/08/20,04,NO,negative
165561,guildhall,2016/05/31,02,NO,negative
165565,guildhall,2016/05/31,02,NO,negative
165567,guildhall,2016/05/31,03,NO,negative
165569,guildhall,2016/05/31,03,NO,negative
165570,guildhall,2016/05/31,03,NO,negative
165571,guildhall,2016/05/31,03,NO,negative
165748,guildhall,2016/05/20,03,NO,negative
165752,guildhall,2016/05/20,04,NO,negative
165753,guildhall,2016/05/20,04,NO,negative
165765,guildhall,2016/05/20,03,NO,negative
165794,guildhall,2016/05/21,02,NO,negative
166278,guildhall,2016/07/02,04,NO,negative
166280,guildhall,2016/07/02,04,NO,negative
166284,guildhall,2016/07/02,04,NO,negative
166286,guildhall,2016/07/02,04,NO,negative
166288,guildhall,2016/07/02,02,NO,negative
166291,guildhall,2016/07/02,02,NO,negative
166294,guildhall,2016/07/02,03,NO,negative
166297,guildhall,2016/07/06,23,NO,negative
166298,guildhall,2016/07/06,23,NO,negative
166300,guildhall,2016/07/02,03,NO,negative
166385,guildhall,2016/07/04,00,NO,negative
166386,guildhall,2016/07/04,00,NO,negative
166389,guildhall,2016/07/04,01,NO,negative
166594,guildhall,2016/06/05,04,NO,negative
166596,guildhall,2016/06/05,04,NO,negative
166762,guildhall,2016/06/08,19,NO,negative
167143,guildhall,2016/06/13,23,NO,negative
167147,guildhall,2016/06/13,23,NO,negative
167148,guildhall,2016/06/13,23,NO,negative
167621,guildhall,2016/07/02,02,NO,negative
167623,guildhall,2016/07/02,02,NO,negative
167631,guildhall,2016/07/02,01,NO,negative
167633,guildhall,2016/07/02,01,NO,negative
167634,guildhall,2016/07/02,01,NO,negative
167804,guildhall,2016/07/02,00,NO,negative
167808,guildhall,2016/07/02,00,NO,negative
167810,guildhall,2016/07/02,00,NO,negative
167891,guildhall,2016/06/12,06,NO,negative
167894,guildhall,2016/07/07,01,NO,negative
167907,guildhall,2016/07/08,02,NO,negative
168090,guildhall,2016/05/15,05,NO,negative
168188,guildhall,2016/06/09,01,NO,negative
168424,guildhall,2016/07/03,04,NO,negative
168436,guildhall,2016/07/03,03,NO,negative
168563,guildhall,2016/07/08,03,NO,negative
168564,guildhall,2016/07/08,03,NO,negative
168584,guildhall,2016/06/06,03,NO,negative
168664,guildhall,2016/06/13,04,NO,negative
168754,guildhall,2016/06/10,02,NO,negative
168807,guildhall,2016/07/04,00,NO,negative
168827,guildhall,2016/07/03,23,NO,negative
168989,guildhall,2016/07/05,04,NO,negative
168990,guildhall,2016/07/05,04,NO,negative
168995,guildhall,2016/07/04,01,NO,negative
168998,guildhall,2016/06/06,20,NO,negative
168999,guildhall,2016/06/06,23,NO,negative
169002,guildhall,2016/06/06,23,NO,negative
169005,guildhall,2016/06/06,20,NO,negative
169009,guildhall,2016/06/06,20,NO,negative
169016,guildhall,2016/06/06,19,NO,negative
169028,guildhall,2016/06/07,00,NO,negative
169029,guildhall,2016/06/07,00,NO,negative
169030,guildhall,2016/06/07,01,NO,negative
169051,guildhall,2016/06/07,18,NO,negative
169296,guildhall,2016/07/01,20,NO,negative
169446,guildhall,2016/07/08,00,NO,negative
169543,guildhall,2016/05/21,04,NO,negative
169545,guildhall,2016/05/21,04,NO,negative
169554,guildhall,2016/05/21,03,NO,negative
169555,guildhall,2016/05/21,03,NO,negative
169558,guildhall,2016/05/21,03,NO,negative
169913,guildhall,2016/06/05,05,NO,negative
169949,guildhall,2016/06/18,01,NO,negative
170324,guildhall,2016/04/27,23,NO,negative
170328,guildhall,2016/04/28,00,NO,negative
170400,guildhall,2016/07/05,00,NO,negative
170490,guildhall,2016/07/05,02,NO,negative
170492,guildhall,2016/07/05,02,NO,negative
170493,guildhall,2016/07/05,03,NO,negative
170494,guildhall,2016/07/05,03,NO,negative
170496,guildhall,2016/07/05,03,NO,negative
170667,guildhall,2016/06/07,01,NO,negative
170669,guildhall,2016/06/07,02,NO,negative
170718,guildhall,2016/06/07,04,NO,negative
170779,guildhall,2016/06/08,00,NO,negative
170783,guildhall,2016/06/08,01,NO,negative
170784,guildhall,2016/06/08,01,NO,negative
170786,guildhall,2016/06/08,01,NO,negative
170787,guildhall,2016/06/08,01,NO,negative
170790,guildhall,2016/06/08,02,NO,negative
170877,guildhall,2016/06/08,03,NO,negative
170883,guildhall,2016/06/08,03,NO,negative
170884,guildhall,2016/06/08,03,NO,negative
170886,guildhall,2016/06/08,04,NO,negative
170887,guildhall,2016/06/08,04,NO,negative
171480,guildhall,2016/06/20,01,NO,negative
171518,guildhall,2016/05/18,00,NO,negative
171525,guildhall,2016/05/17,23,NO,negative
171527,guildhall,2016/05/13,03,NO,negative
171530,guildhall,2016/05/18,00,NO,negative
171531,guildhall,2016/05/18,00,NO,negative
171862,guildhall,2016/09/02,00,NO,negative
172000,guildhall,2016/07/03,00,NO,negative
172002,guildhall,2016/07/03,00,NO,negative
172016,guildhall,2016/07/03,02,NO,negative
172020,guildhall,2016/07/03,02,NO,negative
172021,guildhall,2016/07/03,04,NO,negative
172027,guildhall,2016/07/03,02,NO,negative
172029,guildhall,2016/07/03,03,NO,negative
172112,guildhall,2016/06/20,03,NO,negative
172113,guildhall,2016/06/20,03,NO,negative
172398,guildhall,2016/05/27,04,NO,negative
172580,guildhall,2016/08/30,00,NO,negative
172808,guildhall,2016/06/12,05,NO,negative
173046,guildhall,2016/07/04,23,NO,negative
173098,guildhall,2016/06/13,00,NO,negative
173099,guildhall,2016/06/13,00,NO,negative
173545,guildhall,2016/08/28,02,NO,negative
173546,guildhall,2016/08/28,03,NO,negative
174008,guildhall,2016/08/17,22,NO,negative
174017,guildhall,2016/06/14,02,NO,negative
174019,guildhall,2016/06/14,03,NO,negative
174020,guildhall,2016/06/14,03,NO,negative
174022,guildhall,2016/06/14,03,NO,negative
174023,guildhall,2016/06/14,03,NO,negative
174024,guildhall,2016/06/14,04,NO,negative
174117,guildhall,2016/08/28,00,NO,negative
174886,guildhall,2016/06/07,23,NO,negative
174890,guildhall,2016/06/08,04,NO,negative
174891,guildhall,2016/06/08,04,NO,negative
175055,guildhall,2016/07/01,22,NO,negative
175057,guildhall,2016/07/01,22,NO,negative
175067,guildhall,2016/07/01,21,NO,negative
175069,guildhall,2016/07/01,19,NO,negative
175071,guildhall,2016/07/01,21,NO,negative
175367,guildhall,2016/08/26,02,NO,negative
175369,guildhall,2016/08/26,03,NO,negative
175635,guildhall,2016/06/11,18,NO,negative
175639,guildhall,2016/06/11,18,NO,negative
175643,guildhall,2016/06/11,19,NO,negative
175960,guildhall,2016/06/06,23,NO,negative
175962,guildhall,2016/06/07,00,NO,negative
176117,guildhall,2016/06/13,02,NO,negative
176122,guildhall,2016/06/11,21,NO,negative
176133,guildhall,2016/06/11,23,NO,negative
176136,guildhall,2016/06/11,23,NO,negative
176139,guildhall,2016/06/11,21,NO,negative
176398,guildhall,2016/06/06,19,NO,negative
176456,guildhall,2016/07/03,07,NO,negative
176458,guildhall,2016/07/03,08,NO,negative
176465,guildhall,2016/07/03,07,NO,negative
176467,guildhall,2016/07/03,05,NO,negative
176468,guildhall,2016/07/03,07,NO,negative
176470,guildhall,2016/07/03,05,NO,negative
177339,guildhall,2016/06/20,03,NO,negative
177351,guildhall,2016/06/20,02,NO,negative
177894,guildhall,2016/06/14,23,NO,negative
178350,guildhall,2016/06/08,02,NO,negative
178351,guildhall,2016/06/08,03,NO,negative
178352,guildhall,2016/06/08,00,NO,negative
178476,guildhall,2016/07/03,07,NO,negative
179862,guildhall,2016/06/18,03,NO,negative
180730,guildhall,2016/07/04,22,NO,negative
181322,guildhall,2016/06/12,01,NO,negative
181325,guildhall,2016/06/12,01,NO,negative
181959,guildhall,2016/07/04,23,NO,negative
181960,guildhall,2016/07/04,23,NO,negative
182004,guildhall,2016/06/07,23,NO,negative
182005,guildhall,2016/06/08,00,NO,negative
182290,guildhall,2016/08/26,00,NO,negative
182586,guildhall,2016/07/05,01,NO,negative
182592,guildhall,2016/08/28,03,NO,negative
184238,guildhall,2016/06/14,01,NO,negative
184239,guildhall,2016/06/14,04,NO,negative
184241,guildhall,2016/06/14,02,NO,negative
184337,guildhall,2016/07/05,00,NO,negative
184338,guildhall,2016/07/05,00,NO,negative
184339,guildhall,2016/07/05,00,NO,negative
185480,guildhall,2016/08/28,00,NO,negative
186058,guildhall,2016/10/17,02,NO,negative
186125,guildhall,2016/10/18,01,NO,negative
186126,guildhall,2016/10/18,01,NO,negative
186127,guildhall,2016/10/18,01,NO,negative
186131,guildhall,2016/10/18,02,NO,negative
186132,guildhall,2016/10/18,03,NO,negative
187536,guildhall,2016/09/29,01,NO,negative
187786,guildhall,2016/08/26,01,NO,negative
187794,guildhall,2016/08/26,01,NO,negative
187800,guildhall,2016/08/26,02,NO,negative
187803,guildhall,2016/08/26,02,NO,negative
187805,guildhall,2016/08/26,02,NO,negative
187808,guildhall,2016/08/26,01,NO,negative
194841,guildhall,2016/05/10,03,NO,negative
194842,guildhall,2016/05/10,02,NO,negative
194845,guildhall,2016/05/10,02,NO,negative
857,londonrdaurn,2014/07/09,01,NO2,negative
860,londonrdaurn,2014/07/09,01,NO2,negative
1534,londonrdaurn,2014/07/11,01,NO2,negative
2248,londonrdaurn,2014/07/13,04,NO2,negative
31563,londonrdaurn,2014/10/13,01,NO2,negative
31564,londonrdaurn,2014/10/13,01,NO2,negative
31565,londonrdaurn,2014/10/13,02,NO2,negative
31566,londonrdaurn,2014/10/13,02,NO2,negative
31608,londonrdaurn,2014/10/13,01,NO2,negative
31613,londonrdaurn,2014/10/13,00,NO2,negative
31632,londonrdaurn,2014/10/13,00,NO2,negative
31634,londonrdaurn,2014/10/13,00,NO2,negative
31635,londonrdaurn,2014/10/13,00,NO2,negative
31636,londonrdaurn,2014/10/13,01,NO2,negative
31651,londonrdaurn,2014/10/13,03,NO2,negative
31652,londonrdaurn,2014/10/13,03,NO2,negative
134995,londonrdaurn,2016/09/22,00,NO2,negative
137016,londonrdaurn,2016/09/24,01,NO2,negative
138677,londonrdaurn,2016/09/25,22,NO2,negative
138947,londonrdaurn,2016/09/24,23,NO2,negative
138950,londonrdaurn,2016/09/25,00,NO2,negative
141667,londonrdaurn,2016/09/24,23,NO2,negative
142987,londonrdaurn,2016/09/23,22,NO2,negative
147108,londonrdaurn,2016/09/27,23,NO2,negative
147109,londonrdaurn,2016/09/27,23,NO2,negative
147110,londonrdaurn,2016/09/28,00,NO2,negative
147986,londonrdaurn,2016/09/29,23,NO2,negative
155415,londonrdaurn,2016/09/28,22,NO2,negative
156341,londonrdaurn,2016/09/22,23,NO2,negative
156971,londonrdaurn,2016/09/24,01,NO2,negative
157228,londonrdaurn,2016/09/30,01,NO2,negative
157596,londonrdaurn,2016/09/25,22,NO2,negative
158142,londonrdaurn,2016/09/22,02,NO2,negative
158559,londonrdaurn,2016/09/21,22,NO2,negative
160289,londonrdaurn,2016/09/26,01,NO2,negative
160292,londonrdaurn,2016/09/26,01,NO2,negative
160296,londonrdaurn,2016/09/26,02,NO2,negative
161798,londonrdaurn,2016/09/23,00,NO2,negative
166665,londonrdaurn,2016/09/22,00,NO2,negative
167019,londonrdaurn,2016/09/25,20,NO2,negative
168383,londonrdaurn,2016/09/26,23,NO2,negative
168384,londonrdaurn,2016/09/26,23,NO2,negative
171214,londonrdaurn,2016/09/23,00,NO2,negative
171759,londonrdaurn,2016/09/20,15,NO2,negative
171761,londonrdaurn,2016/09/20,15,NO2,negative
171769,londonrdaurn,2016/09/21,00,NO2,negative
171867,londonrdaurn,2016/09/22,00,NO2,negative
172356,londonrdaurn,2016/09/21,03,NO2,negative
172377,londonrdaurn,2016/09/22,23,NO2,negative
173240,londonrdaurn,2016/09/25,00,NO2,negative
173834,londonrdaurn,2016/09/25,03,NO2,negative
175233,londonrdaurn,2016/09/21,23,NO2,negative
175666,londonrdaurn,2016/09/28,21,NO2,negative
175667,londonrdaurn,2016/09/28,21,NO2,negative
176986,londonrdaurn,2016/09/21,01,NO2,negative
176987,londonrdaurn,2016/09/21,02,NO2,negative
177158,londonrdaurn,2016/09/25,23,NO2,negative
177273,londonrdaurn,2016/09/21,00,NO2,negative
177325,londonrdaurn,2016/09/22,01,NO2,negative
178481,londonrdaurn,2016/09/24,00,NO2,negative
178768,londonrdaurn,2016/09/25,01,NO2,negative
178773,londonrdaurn,2016/09/25,01,NO2,negative
179633,londonrdaurn,2016/09/24,20,NO2,negative
180183,londonrdaurn,2016/09/24,00,NO2,negative
180191,londonrdaurn,2016/09/23,23,NO2,negative
180452,londonrdaurn,2016/09/21,00,NO2,negative
180457,londonrdaurn,2016/09/21,01,NO2,negative
180458,londonrdaurn,2016/09/21,01,NO2,negative
181533,londonrdaurn,2016/09/27,01,NO2,negative
182390,londonrdaurn,2016/09/28,02,NO2,negative
182690,londonrdaurn,2016/09/28,23,NO2,negative
183466,londonrdaurn,2016/09/30,00,NO2,negative
184248,londonrdaurn,2016/09/28,01,NO2,negative
184827,londonrdaurn,2016/09/24,23,NO2,negative
185427,londonrdaurn,2016/09/26,00,NO2,negative
185573,londonrdaurn,2016/09/22,23,NO2,negative
188127,londonrdaurn,2016/09/28,00,NO2,negative
188425,londonrdaurn,2016/09/25,02,NO2,negative
188869,londonrdaurn,2016/09/24,03,NO2,negative
192039,londonrdaurn,2016/09/26,00,NO2,negative
192788,londonrdaurn,2016/09/27,22,NO2,negative
192981,londonrdaurn,2016/09/29,23,NO2,negative
193911,londonrdaurn,2016/09/26,21,NO2,negative
193914,londonrdaurn,2016/09/26,22,NO2,negative
0,windsorbridge,2014/07/20,11,CO,negative
53,windsorbridge,2014/07/14,13,CO,negative
69,windsorbridge,2014/07/23,11,CO,negative
97,windsorbridge,2014/07/26,10,CO,negative
110,windsorbridge,2014/07/26,11,CO,negative
164,windsorbridge,2014/08/14,02,CO,negative
169,windsorbridge,2014/08/14,03,CO,negative
170,windsorbridge,2014/08/14,04,CO,negative
171,windsorbridge,2014/08/14,05,CO,negative
251,windsorbridge,2014/08/29,03,CO,negative
269,windsorbridge,2014/08/30,17,CO,negative
323,windsorbridge,2014/08/31,04,CO,negative
448,windsorbridge,2014/09/03,22,CO,negative
449,windsorbridge,2014/09/03,20,CO,negative
451,windsorbridge,2014/09/03,21,CO,negative
455,windsorbridge,2014/09/04,02,CO,negative
456,windsorbridge,2014/09/04,03,CO,negative
457,windsorbridge,2014/09/04,04,CO,negative
575,windsorbridge,2014/07/11,13,CO,negative
587,windsorbridge,2014/07/11,14,CO,negative
608,windsorbridge,2014/07/14,12,CO,negative
